progress_id,student_unique_id,lecture_unique_id,view_count,watched_seconds,progress_percent,downloaded_offline,last_opened_at
P009078,G102,L00162,1,857,90,Yes,2025-03-15
P009079,G102,L00178,2,89,10,No,2025-03-16
P009080,G102,L00667,3,1614,90,No,2025-03-03
P009081,G102,L00281,1,1169,100,Yes,2025-03-19
P009082,G102,L00774,0,0,0,Yes,2025-03-03
P009083,G102,L00546,3,1250,70,Yes,2025-03-24
P009084,G102,L00315,2,1026,90,No,2025-03-23
P009085,G102,L00455,0,0,0,Yes,2025-03-14
P009086,G102,L00861,1,784,70,No,2025-03-01
P009087,G102,L00634,1,1431,90,No,2025-03-04
P009088,G102,L00393,1,882,100,No,2025-03-06
P009089,G102,L00463,1,1062,90,No,2025-03-04
P009090,G102,L00159,0,0,0,Yes,2025-03-15
P009091,G102,L00130,1,136,10,No,2025-03-12
P009092,G102,L00522,2,816,50,Yes,2025-03-02
P009093,G102,L00222,1,1104,90,No,2025-03-15
P009094,G102,L00276,4,140,20,No,2025-03-08
P009095,G102,L00756,3,403,50,No,2025-03-24
P009096,G102,L00180,3,299,30,Yes,2025-03-21
P009097,G102,L00809,3,623,100,Yes,2025-03-06
P009098,G102,L00450,1,459,30,Yes,2025-03-26
P009099,G102,L00843,3,372,50,No,2025-03-05
P009100,G102,L00525,4,123,10,Yes,2025-03-06
P009101,G102,L00266,1,978,90,No,2025-03-01
P009102,G102,L00763,3,821,90,Yes,2025-03-14
P009103,G102,L00110,3,285,20,No,2025-03-09
P009104,G102,L00359,2,74,10,Yes,2025-03-23
P009105,G103,L00606,2,252,30,No,2025-03-18
P009106,G103,L00640,3,335,20,No,2025-03-16
P009107,G103,L00016,4,687,50,No,2025-03-24
P009108,G103,L00753,3,78,10,No,2025-03-05
P009109,G103,L00759,2,527,50,Yes,2025-03-25
P009110,G103,L00808,2,235,20,No,2025-03-10
P009111,G103,L00069,4,198,30,Yes,2025-03-19
P009112,G103,L00182,4,415,50,No,2025-03-24
P009113,G103,L00273,2,1533,90,Yes,2025-03-16
P009114,G103,L00332,3,254,20,No,2025-03-12
P009115,G103,L00073,3,151,10,No,2025-03-18
P009116,G103,L00409,1,317,20,Yes,2025-03-13
P009117,G103,L00684,4,402,30,Yes,2025-03-06
P009118,G103,L00473,1,157,20,Yes,2025-03-08
P009119,G103,L00085,3,121,20,No,2025-03-13
P009120,G103,L00292,4,62,10,Yes,2025-03-06
P009121,G103,L00107,1,224,20,No,2025-03-20
P009122,G103,L00868,3,327,30,Yes,2025-03-07
P009123,G103,L00392,3,1250,70,No,2025-03-04
P009124,G103,L00490,3,925,90,No,2025-03-08
P009125,G103,L00369,4,466,30,Yes,2025-03-07
P009126,G103,L00015,1,437,30,No,2025-03-08
P009127,G103,L00354,3,1222,70,No,2025-03-06
P009128,G103,L00704,2,1567,100,Yes,2025-03-26
P009129,G103,L00119,0,0,0,Yes,2025-03-25
P009130,G103,L00499,0,0,0,No,2025-03-06
P009131,G103,L00703,1,720,100,No,2025-03-12
P009132,G103,L00677,3,799,100,No,2025-03-25
P009133,G103,L00222,2,380,30,Yes,2025-03-16
P009134,G103,L00430,2,144,20,Yes,2025-03-16
P009135,G103,L00089,1,1576,100,No,2025-03-17
P009136,G103,L00567,1,489,50,Yes,2025-03-22
P009137,G103,L00523,1,129,20,Yes,2025-03-16
P009138,G103,L00346,0,0,0,No,2025-03-26
P009139,G103,L00847,1,91,10,Yes,2025-03-19
P009140,G103,L00020,0,0,0,No,2025-03-01
P009141,G103,L00859,3,317,30,No,2025-03-19
P009142,G103,L00252,2,170,10,Yes,2025-03-20
P009143,G103,L00229,2,1460,100,No,2025-03-14
P009144,G103,L00555,3,226,20,No,2025-03-23
P009145,G104,L00067,1,178,10,No,2025-03-09
P009146,G104,L00757,4,174,20,No,2025-03-18
P009147,G104,L00133,1,146,20,No,2025-03-12
P009148,G104,L00619,2,145,10,Yes,2025-03-10
P009149,G104,L00863,0,0,0,Yes,2025-03-15
P009150,G104,L00788,1,881,50,Yes,2025-03-09
P009151,G104,L00515,0,0,0,Yes,2025-03-11
P009152,G104,L00071,1,1155,90,Yes,2025-03-16
P009153,G104,L00191,0,0,0,Yes,2025-03-24
P009154,G104,L00868,3,1004,90,Yes,2025-03-07
P009155,G104,L00522,4,833,70,No,2025-03-02
P009156,G104,L00856,0,0,0,Yes,2025-03-25
P009157,G104,L00142,1,149,10,No,2025-03-16
P009158,G104,L00781,0,0,0,No,2025-03-06
P009159,G104,L00417,3,1612,90,No,2025-03-03
P009160,G104,L00065,4,201,20,Yes,2025-03-23
P009161,G104,L00539,4,940,70,No,2025-03-04
P009162,G104,L00022,4,260,20,Yes,2025-03-10
P009163,G104,L00295,0,0,0,No,2025-03-21
P009164,G104,L00712,4,423,30,No,2025-03-17
P009165,G104,L00335,0,0,0,Yes,2025-03-23
P009166,G105,L00220,4,959,70,No,2025-03-11
P009167,G105,L00355,1,867,100,Yes,2025-03-12
P009168,G105,L00161,1,1296,90,No,2025-03-02
P009169,G105,L00082,2,751,100,No,2025-03-25
P009170,G105,L00572,3,1583,100,Yes,2025-03-12
P009171,G105,L00197,4,150,20,No,2025-03-01
P009172,G105,L00672,4,629,70,Yes,2025-03-06
P009173,G105,L00190,2,846,90,No,2025-03-15
P009174,G105,L00260,2,111,10,No,2025-03-22
P009175,G105,L00739,3,1504,90,Yes,2025-03-24
P009176,G105,L00264,3,1124,100,Yes,2025-03-18
P009177,G105,L00237,0,0,0,Yes,2025-03-12
P009178,G105,L00703,2,846,100,Yes,2025-03-14
P009179,G105,L00527,0,0,0,No,2025-03-16
P009180,G105,L00675,1,575,50,No,2025-03-18
P009181,G105,L00196,4,133,10,No,2025-03-23
P009182,G105,L00574,2,221,20,Yes,2025-03-06
P009183,G105,L00428,1,494,50,Yes,2025-03-01
P009184,G105,L00830,0,0,0,No,2025-03-21
P009185,G105,L00665,2,414,30,No,2025-03-21
P009186,G105,L00029,0,0,0,Yes,2025-03-05
P009187,G105,L00414,4,124,10,Yes,2025-03-03
P009188,G105,L00856,0,0,0,Yes,2025-03-09
P009189,G105,L00608,0,0,0,Yes,2025-03-02
P009190,G105,L00034,3,289,20,No,2025-03-03
P009191,G105,L00415,1,121,10,No,2025-03-23
P009192,G105,L00712,1,295,20,No,2025-03-26
P009193,G105,L00019,3,681,70,Yes,2025-03-25
P009194,G105,L00395,4,965,100,Yes,2025-03-02
P009195,G105,L00799,0,0,0,Yes,2025-03-05
P009196,G105,L00512,4,192,20,Yes,2025-03-12
P009197,G105,L00335,4,287,20,No,2025-03-01
P009198,G105,L00125,3,879,90,Yes,2025-03-17
P009199,G105,L00336,0,0,0,No,2025-03-15
P009200,G105,L00573,4,180,30,Yes,2025-03-25
P009201,G105,L00052,3,176,10,No,2025-03-07
P009202,G105,L00180,0,0,0,Yes,2025-03-17
P009203,G105,L00796,4,1439,100,No,2025-03-22
P009204,G105,L00352,1,96,10,No,2025-03-08
P009205,G105,L00544,4,659,70,Yes,2025-03-09
P009206,G106,L00065,3,172,10,No,2025-03-08
P009207,G106,L00099,4,366,30,No,2025-03-16
P009208,G106,L00262,2,435,30,Yes,2025-03-25
P009209,G106,L00030,1,259,30,Yes,2025-03-13
P009210,G106,L00440,0,0,0,Yes,2025-03-13
P009211,G106,L00166,1,1594,90,Yes,2025-03-01
P009212,G106,L00496,2,1016,100,Yes,2025-03-21
P009213,G106,L00366,3,275,20,No,2025-03-12
P009214,G106,L00737,1,878,100,No,2025-03-07
P009215,G106,L00873,2,213,20,No,2025-03-21
P009216,G106,L00270,1,632,90,Yes,2025-03-01
P009217,G106,L00186,0,0,0,Yes,2025-03-02
P009218,G106,L00869,0,0,0,No,2025-03-20
P009219,G106,L00201,3,219,20,No,2025-03-10
P009220,G106,L00637,2,1377,90,Yes,2025-03-04
P009221,G106,L00109,3,1055,90,No,2025-03-16
P009222,G106,L00871,3,152,20,No,2025-03-14
P009223,G106,L00430,1,794,90,No,2025-03-09
P009224,G106,L00374,0,0,0,Yes,2025-03-19
P009225,G106,L00357,1,1737,100,Yes,2025-03-26
P009226,G106,L00423,1,316,20,Yes,2025-03-26
P009227,G106,L00393,3,130,10,Yes,2025-03-22
P009228,G106,L00033,3,678,100,No,2025-03-14
P009229,G106,L00769,0,0,0,No,2025-03-14
P009230,G106,L00337,4,109,10,No,2025-03-26
P009231,G106,L00237,3,100,10,Yes,2025-03-06
P009232,G106,L00554,0,0,0,Yes,2025-03-24
P009233,G106,L00829,3,312,50,No,2025-03-01
P009234,G106,L00021,3,831,50,Yes,2025-03-18
P009235,G107,L00305,2,1005,70,No,2025-03-26
P009236,G107,L00740,0,0,0,Yes,2025-03-26
P009237,G107,L00643,3,919,100,No,2025-03-07
P009238,G107,L00298,3,1160,100,No,2025-03-10
P009239,G107,L00614,0,0,0,No,2025-03-17
P009240,G107,L00249,1,438,50,No,2025-03-26
P009241,G107,L00176,2,620,50,No,2025-03-20
P009242,G107,L00355,3,1367,90,Yes,2025-03-10
P009243,G107,L00393,1,341,20,No,2025-03-14
P009244,G107,L00235,0,0,0,Yes,2025-03-15
P009245,G107,L00508,4,320,50,Yes,2025-03-22
P009246,G107,L00848,0,0,0,Yes,2025-03-26
P009247,G107,L00728,1,611,100,No,2025-03-10
P009248,G107,L00710,1,674,50,Yes,2025-03-05
P009249,G107,L00570,4,522,70,No,2025-03-14
P009250,G107,L00226,3,482,30,No,2025-03-03
P009251,G107,L00123,1,1010,70,Yes,2025-03-21
P009252,G107,L00876,3,810,50,No,2025-03-12
P009253,G107,L00751,2,669,50,Yes,2025-03-13
P009254,G107,L00499,0,0,0,No,2025-03-11
P009255,G107,L00064,3,294,30,No,2025-03-25
P009256,G107,L00213,4,664,90,No,2025-03-09
P009257,G107,L00719,4,120,20,No,2025-03-18
P009258,G107,L00140,1,1765,100,No,2025-03-11
P009259,G107,L00582,0,0,0,No,2025-03-18
P009260,G107,L00803,0,0,0,Yes,2025-03-10
P009261,G107,L00141,0,0,0,No,2025-03-19
P009262,G107,L00103,1,179,20,Yes,2025-03-15
P009263,G107,L00801,4,301,20,No,2025-03-07
P009264,G107,L00274,0,0,0,No,2025-03-13
P009265,G107,L00290,4,274,20,Yes,2025-03-01
P009266,G107,L00704,2,346,30,No,2025-03-19
P009267,G107,L00651,2,779,70,No,2025-03-13
P009268,G107,L00693,1,124,20,No,2025-03-19
P009269,G107,L00243,0,0,0,Yes,2025-03-15
P009270,G108,L00748,4,962,100,Yes,2025-03-03
P009271,G108,L00150,0,0,0,No,2025-03-17
P009272,G108,L00308,4,1487,90,Yes,2025-03-13
P009273,G108,L00502,3,292,20,Yes,2025-03-23
P009274,G108,L00103,0,0,0,No,2025-03-13
P009275,G108,L00263,2,139,10,Yes,2025-03-06
P009276,G108,L00712,1,302,20,No,2025-03-15
P009277,G108,L00702,2,132,10,No,2025-03-25
P009278,G108,L00531,3,879,70,Yes,2025-03-02
P009279,G108,L00197,2,889,70,Yes,2025-03-18
P009280,G108,L00013,4,333,20,No,2025-03-01
P009281,G108,L00829,0,0,0,Yes,2025-03-11
P009282,G108,L00565,3,268,30,Yes,2025-03-05
P009283,G108,L00804,0,0,0,No,2025-03-10
P009284,G108,L00355,3,211,30,No,2025-03-21
P009285,G108,L00202,3,435,30,No,2025-03-23
P009286,G108,L00460,3,203,30,No,2025-03-12
P009287,G108,L00379,1,623,50,No,2025-03-04
P009288,G108,L00097,3,314,30,Yes,2025-03-20
P009289,G108,L00626,2,1123,90,Yes,2025-03-05
P009290,G108,L00824,3,1062,90,No,2025-03-18
P009291,G108,L00520,2,478,70,Yes,2025-03-07
P009292,G108,L00234,3,132,20,No,2025-03-06
P009293,G108,L00148,0,0,0,No,2025-03-18
P009294,G108,L00335,0,0,0,Yes,2025-03-10
P009295,G108,L00318,4,721,50,Yes,2025-03-17
P009296,G108,L00264,0,0,0,Yes,2025-03-26
P009297,G108,L00819,2,1608,100,Yes,2025-03-11
P009298,G108,L00447,1,448,50,Yes,2025-03-24
P009299,G108,L00233,4,488,30,Yes,2025-03-01
P009300,G108,L00212,3,411,30,No,2025-03-03
P009301,G108,L00114,4,530,70,Yes,2025-03-15
P009302,G108,L00433,1,1067,70,No,2025-03-23
P009303,G108,L00620,3,768,100,No,2025-03-05
P009304,G108,L00600,4,105,10,Yes,2025-03-18
P009305,G108,L00315,0,0,0,No,2025-03-03
P009306,G108,L00693,3,136,10,No,2025-03-26
P009307,G108,L00192,4,1115,90,Yes,2025-03-12
P009308,G108,L00694,0,0,0,No,2025-03-15
P009309,G108,L00266,1,359,20,No,2025-03-26
P009310,G109,L00541,0,0,0,No,2025-03-26
P009311,G109,L00547,3,541,70,No,2025-03-02
P009312,G109,L00548,3,698,100,Yes,2025-03-18
P009313,G109,L00214,1,248,20,Yes,2025-03-02
P009314,G109,L00790,4,454,50,No,2025-03-16
P009315,G109,L00163,2,729,70,No,2025-03-07
P009316,G109,L00503,2,1183,100,Yes,2025-03-11
P009317,G109,L00854,0,0,0,Yes,2025-03-03
P009318,G109,L00089,0,0,0,No,2025-03-12
P009319,G109,L00065,3,343,50,No,2025-03-10
P009320,G109,L00476,0,0,0,Yes,2025-03-25
P009321,G109,L00154,3,313,50,No,2025-03-10
P009322,G109,L00532,0,0,0,No,2025-03-01
P009323,G109,L00067,2,473,70,No,2025-03-12
P009324,G109,L00565,0,0,0,Yes,2025-03-23
P009325,G109,L00655,4,1069,70,Yes,2025-03-18
P009326,G109,L00222,3,408,30,Yes,2025-03-06
P009327,G109,L00053,3,355,30,Yes,2025-03-18
P009328,G109,L00249,4,1045,70,No,2025-03-26
P009329,G109,L00398,1,794,90,Yes,2025-03-06
P009330,G109,L00831,4,732,50,Yes,2025-03-11
P009331,G109,L00467,0,0,0,Yes,2025-03-14
P009332,G110,L00313,4,833,70,Yes,2025-03-23
P009333,G110,L00843,2,760,90,Yes,2025-03-15
P009334,G110,L00553,2,436,70,No,2025-03-05
P009335,G110,L00209,0,0,0,No,2025-03-15
P009336,G110,L00428,2,1052,90,No,2025-03-05
P009337,G110,L00372,0,0,0,No,2025-03-14
P009338,G110,L00502,4,127,10,Yes,2025-03-14
P009339,G110,L00213,4,354,20,Yes,2025-03-10
P009340,G110,L00512,2,281,20,Yes,2025-03-21
P009341,G110,L00010,3,1049,100,Yes,2025-03-01
P009342,G110,L00053,0,0,0,No,2025-03-13
P009343,G110,L00239,3,717,100,No,2025-03-06
P009344,G110,L00225,4,1616,100,Yes,2025-03-11
P009345,G110,L00606,2,1682,100,Yes,2025-03-03
P009346,G110,L00042,2,311,20,No,2025-03-23
P009347,G110,L00669,2,744,70,Yes,2025-03-20
P009348,G110,L00039,4,177,10,No,2025-03-16
P009349,G110,L00500,1,778,100,No,2025-03-08
P009350,G110,L00146,2,130,20,No,2025-03-12
P009351,G110,L00666,4,517,50,Yes,2025-03-02
P009352,G110,L00171,3,533,70,Yes,2025-03-08
P009353,G110,L00811,0,0,0,No,2025-03-15
P009354,G110,L00015,3,592,70,Yes,2025-03-02
P009355,G110,L00524,0,0,0,Yes,2025-03-22
P009356,G110,L00300,2,330,50,Yes,2025-03-15
P009357,G110,L00016,1,84,10,Yes,2025-03-25
P009358,G110,L00166,2,151,10,No,2025-03-21
P009359,G110,L00707,3,175,10,No,2025-03-17
P009360,G110,L00117,4,862,50,No,2025-03-26
P009361,G110,L00334,4,450,70,Yes,2025-03-23
P009362,G110,L00463,4,221,20,No,2025-03-07
P009363,G110,L00479,0,0,0,No,2025-03-04
P009364,G110,L00339,3,803,70,Yes,2025-03-09
P009365,G110,L00247,4,295,30,Yes,2025-03-16
P009366,G110,L00776,1,1505,100,Yes,2025-03-07
P009367,G110,L00169,3,559,50,Yes,2025-03-19
P009368,G110,L00355,2,147,10,No,2025-03-16
P009369,G111,L00764,0,0,0,Yes,2025-03-18
P009370,G111,L00005,4,372,30,No,2025-03-19
P009371,G111,L00854,2,1165,90,Yes,2025-03-02
P009372,G111,L00303,4,268,30,Yes,2025-03-04
P009373,G111,L00694,1,415,30,No,2025-03-25
P009374,G111,L00624,0,0,0,No,2025-03-01
P009375,G111,L00498,4,631,90,No,2025-03-09
P009376,G111,L00660,0,0,0,Yes,2025-03-24
P009377,G111,L00026,3,296,30,No,2025-03-23
P009378,G111,L00446,4,275,20,No,2025-03-01
P009379,G111,L00516,0,0,0,No,2025-03-11
P009380,G111,L00318,0,0,0,Yes,2025-03-19
P009381,G111,L00410,2,160,10,Yes,2025-03-26
P009382,G111,L00661,0,0,0,Yes,2025-03-13
P009383,G111,L00533,2,1070,70,Yes,2025-03-23
P009384,G111,L00601,3,968,100,Yes,2025-03-04
P009385,G111,L00639,1,173,10,Yes,2025-03-22
P009386,G111,L00154,4,620,50,Yes,2025-03-20
P009387,G111,L00641,4,863,70,No,2025-03-19
P009388,G111,L00100,0,0,0,No,2025-03-04
P009389,G111,L00828,4,1483,90,No,2025-03-21
P009390,G111,L00359,4,518,70,No,2025-03-24
P009391,G111,L00703,3,248,30,Yes,2025-03-05
P009392,G111,L00320,0,0,0,No,2025-03-19
P009393,G111,L00203,3,264,20,No,2025-03-26
P009394,G111,L00366,0,0,0,Yes,2025-03-06
P009395,G112,L00467,2,475,30,Yes,2025-03-08
P009396,G112,L00121,4,1021,100,No,2025-03-10
P009397,G112,L00589,0,0,0,No,2025-03-22
P009398,G112,L00192,3,678,50,No,2025-03-02
P009399,G112,L00558,4,585,70,No,2025-03-07
P009400,G112,L00287,4,63,10,No,2025-03-11
P009401,G112,L00494,4,729,100,Yes,2025-03-05
P009402,G112,L00087,3,1251,90,No,2025-03-15
P009403,G112,L00263,1,86,10,Yes,2025-03-04
P009404,G112,L00290,0,0,0,No,2025-03-17
P009405,G112,L00179,2,150,10,Yes,2025-03-17
P009406,G112,L00468,0,0,0,No,2025-03-06
P009407,G112,L00734,0,0,0,No,2025-03-25
P009408,G112,L00240,0,0,0,Yes,2025-03-02
P009409,G112,L00605,1,828,70,Yes,2025-03-12
P009410,G112,L00336,2,354,30,No,2025-03-19
P009411,G112,L00206,4,1737,100,No,2025-03-23
P009412,G112,L00654,1,1236,70,Yes,2025-03-07
P009413,G112,L00607,0,0,0,No,2025-03-13
P009414,G112,L00823,3,272,20,Yes,2025-03-12
P009415,G112,L00404,0,0,0,No,2025-03-10
P009416,G112,L00645,1,798,70,No,2025-03-13
P009417,G112,L00347,3,85,10,No,2025-03-07
P009418,G113,L00235,0,0,0,No,2025-03-14
P009419,G113,L00733,1,1669,100,No,2025-03-05
P009420,G113,L00833,1,128,10,Yes,2025-03-03
P009421,G113,L00067,0,0,0,Yes,2025-03-24
P009422,G113,L00279,4,347,30,Yes,2025-03-08
P009423,G113,L00732,0,0,0,No,2025-03-22
P009424,G113,L00222,0,0,0,No,2025-03-01
P009425,G113,L00285,0,0,0,No,2025-03-08
P009426,G113,L00757,1,193,30,No,2025-03-23
P009427,G113,L00817,0,0,0,Yes,2025-03-13
P009428,G113,L00301,1,1052,100,Yes,2025-03-17
P009429,G113,L00334,0,0,0,Yes,2025-03-23
P009430,G113,L00266,2,1223,100,No,2025-03-22
P009431,G113,L00741,2,1394,100,No,2025-03-04
P009432,G113,L00644,2,1637,100,No,2025-03-13
P009433,G113,L00344,0,0,0,No,2025-03-25
P009434,G113,L00381,1,803,50,Yes,2025-03-23
P009435,G113,L00012,1,497,70,Yes,2025-03-10
P009436,G113,L00674,3,181,30,Yes,2025-03-09
P009437,G113,L00156,2,1083,90,Yes,2025-03-21
P009438,G113,L00760,1,1206,90,No,2025-03-14
P009439,G113,L00823,1,1197,90,No,2025-03-20
P009440,G113,L00396,4,816,90,Yes,2025-03-21
P009441,G113,L00233,4,1467,100,Yes,2025-03-09
P009442,G113,L00237,1,193,30,Yes,2025-03-09
P009443,G113,L00007,0,0,0,Yes,2025-03-19
P009444,G113,L00490,0,0,0,Yes,2025-03-06
P009445,G113,L00153,0,0,0,Yes,2025-03-04
P009446,G113,L00324,3,676,100,No,2025-03-25
P009447,G113,L00072,1,248,20,Yes,2025-03-11
P009448,G114,L00878,4,1220,70,Yes,2025-03-18
P009449,G114,L00070,4,1138,70,No,2025-03-15
P009450,G114,L00621,4,77,10,Yes,2025-03-17
P009451,G114,L00441,1,1350,90,No,2025-03-11
P009452,G114,L00193,3,601,50,No,2025-03-01
P009453,G114,L00126,0,0,0,Yes,2025-03-05
P009454,G114,L00262,3,692,50,Yes,2025-03-19
P009455,G114,L00460,4,705,50,No,2025-03-19
P009456,G114,L00499,0,0,0,Yes,2025-03-20
P009457,G114,L00531,2,504,30,Yes,2025-03-08
P009458,G114,L00339,1,94,10,No,2025-03-14
P009459,G114,L00016,1,388,30,No,2025-03-02
P009460,G114,L00042,1,1528,100,Yes,2025-03-23
P009461,G114,L00229,1,163,20,No,2025-03-09
P009462,G114,L00314,1,175,20,No,2025-03-25
P009463,G114,L00443,1,594,50,No,2025-03-19
P009464,G114,L00282,4,201,20,No,2025-03-24
P009465,G114,L00685,4,77,10,Yes,2025-03-16
P009466,G114,L00789,4,204,30,No,2025-03-20
P009467,G114,L00737,0,0,0,Yes,2025-03-26
P009468,G114,L00569,4,769,100,Yes,2025-03-04
P009469,G114,L00547,2,299,20,Yes,2025-03-14
P009470,G114,L00345,3,162,10,No,2025-03-07
P009471,G114,L00787,4,150,20,Yes,2025-03-11
P009472,G114,L00318,2,530,50,Yes,2025-03-11
P009473,G114,L00594,3,1215,70,Yes,2025-03-02
P009474,G114,L00691,3,140,10,No,2025-03-13
P009475,G114,L00277,4,1073,70,No,2025-03-09
P009476,G115,L00526,1,752,50,No,2025-03-21
P009477,G115,L00745,4,748,50,No,2025-03-03
P009478,G115,L00211,2,526,50,No,2025-03-20
P009479,G115,L00454,1,310,20,Yes,2025-03-02
P009480,G115,L00065,0,0,0,Yes,2025-03-25
P009481,G115,L00630,1,188,20,Yes,2025-03-06
P009482,G115,L00857,0,0,0,No,2025-03-06
P009483,G115,L00687,0,0,0,No,2025-03-04
P009484,G115,L00387,3,1174,100,No,2025-03-13
P009485,G115,L00044,0,0,0,No,2025-03-13
P009486,G115,L00694,4,1201,70,Yes,2025-03-02
P009487,G115,L00846,1,1199,100,Yes,2025-03-02
P009488,G115,L00444,3,1443,90,Yes,2025-03-17
P009489,G115,L00721,1,129,20,Yes,2025-03-02
P009490,G115,L00112,0,0,0,Yes,2025-03-11
P009491,G115,L00667,1,1430,100,Yes,2025-03-25
P009492,G115,L00529,0,0,0,Yes,2025-03-26
P009493,G115,L00615,4,1345,90,No,2025-03-22
P009494,G115,L00585,4,1090,70,Yes,2025-03-06
P009495,G115,L00182,2,317,20,No,2025-03-06
P009496,G115,L00747,2,829,50,No,2025-03-07
P009497,G115,L00610,3,853,70,No,2025-03-10
P009498,G115,L00472,3,646,90,No,2025-03-01
P009499,G115,L00315,1,268,30,No,2025-03-22
P009500,G115,L00018,2,940,100,Yes,2025-03-11
P009501,G115,L00870,1,1337,100,No,2025-03-05
P009502,G115,L00292,3,1136,90,Yes,2025-03-22
P009503,G116,L00376,4,144,10,Yes,2025-03-21
P009504,G116,L00817,0,0,0,No,2025-03-11
P009505,G116,L00132,3,764,50,No,2025-03-03
P009506,G116,L00403,4,957,90,Yes,2025-03-25
P009507,G116,L00585,1,458,30,Yes,2025-03-25
P009508,G116,L00273,0,0,0,Yes,2025-03-07
P009509,G116,L00229,2,239,20,Yes,2025-03-23
P009510,G116,L00323,2,133,20,No,2025-03-09
P009511,G116,L00695,4,274,20,Yes,2025-03-14
P009512,G116,L00532,3,800,100,No,2025-03-17
P009513,G116,L00875,2,540,90,Yes,2025-03-07
P009514,G116,L00747,2,1147,70,No,2025-03-11
P009515,G116,L00026,1,122,10,No,2025-03-20
P009516,G116,L00118,3,898,100,No,2025-03-18
P009517,G116,L00737,1,1253,70,Yes,2025-03-03
P009518,G116,L00696,3,236,20,No,2025-03-06
P009519,G116,L00447,4,121,10,Yes,2025-03-07
P009520,G116,L00192,4,1060,100,No,2025-03-21
P009521,G116,L00256,0,0,0,No,2025-03-23
P009522,G116,L00316,4,1740,100,No,2025-03-02
P009523,G116,L00537,2,1584,90,No,2025-03-02
P009524,G116,L00110,2,195,30,No,2025-03-25
P009525,G116,L00232,2,168,20,Yes,2025-03-07
P009526,G116,L00036,1,345,20,No,2025-03-25
P009527,G116,L00467,3,498,70,Yes,2025-03-16
P009528,G116,L00370,2,458,30,No,2025-03-22
P009529,G116,L00398,4,304,20,Yes,2025-03-11
P009530,G116,L00435,4,693,100,No,2025-03-08
P009531,G116,L00297,0,0,0,No,2025-03-22
P009532,G116,L00353,0,0,0,Yes,2025-03-22
P009533,G116,L00638,4,1755,100,No,2025-03-20
P009534,G116,L00436,1,1079,70,No,2025-03-23
P009535,G116,L00844,2,508,70,Yes,2025-03-19
P009536,G116,L00194,2,61,10,No,2025-03-08
P009537,G116,L00166,3,215,30,Yes,2025-03-06
P009538,G116,L00082,0,0,0,Yes,2025-03-21
P009539,G116,L00258,1,228,30,No,2025-03-17
P009540,G117,L00432,1,1253,100,Yes,2025-03-06
P009541,G117,L00230,3,550,70,Yes,2025-03-16
P009542,G117,L00111,1,552,90,No,2025-03-19
P009543,G117,L00530,2,146,10,No,2025-03-20
P009544,G117,L00440,0,0,0,No,2025-03-07
P009545,G117,L00835,4,1034,90,Yes,2025-03-13
P009546,G117,L00054,4,1727,100,Yes,2025-03-08
P009547,G117,L00079,1,224,20,No,2025-03-24
P009548,G117,L00232,0,0,0,Yes,2025-03-26
P009549,G117,L00702,4,944,90,No,2025-03-19
P009550,G117,L00009,0,0,0,No,2025-03-23
P009551,G117,L00574,4,785,100,No,2025-03-23
P009552,G117,L00623,4,145,20,Yes,2025-03-06
P009553,G117,L00469,0,0,0,No,2025-03-15
P009554,G117,L00866,4,1152,70,Yes,2025-03-25
P009555,G117,L00666,4,1192,90,Yes,2025-03-21
P009556,G117,L00348,2,323,30,No,2025-03-23
P009557,G117,L00830,1,1512,90,Yes,2025-03-08
P009558,G117,L00557,0,0,0,No,2025-03-22
P009559,G117,L00112,0,0,0,No,2025-03-25
P009560,G117,L00019,2,91,10,Yes,2025-03-13
P009561,G117,L00056,0,0,0,No,2025-03-09
P009562,G117,L00342,3,1092,100,Yes,2025-03-05
P009563,G117,L00506,2,325,20,No,2025-03-09
P009564,G117,L00707,4,651,50,No,2025-03-01
P009565,G117,L00371,1,306,20,No,2025-03-10
P009566,G117,L00625,3,1089,90,No,2025-03-02
P009567,G117,L00632,0,0,0,No,2025-03-13
P009568,G117,L00078,3,337,30,Yes,2025-03-22
P009569,G117,L00139,2,1255,70,Yes,2025-03-15
P009570,G117,L00400,4,94,10,Yes,2025-03-19
P009571,G117,L00397,4,91,10,No,2025-03-05
P009572,G117,L00041,4,309,50,No,2025-03-23
P009573,G117,L00051,2,119,10,No,2025-03-17
P009574,G117,L00089,2,180,20,Yes,2025-03-13
P009575,G117,L00655,0,0,0,No,2025-03-11
P009576,G117,L00308,0,0,0,No,2025-03-16
P009577,G117,L00108,1,137,20,Yes,2025-03-16
P009578,G117,L00421,1,134,10,Yes,2025-03-09
P009579,G118,L00745,0,0,0,Yes,2025-03-07
P009580,G118,L00524,2,292,30,Yes,2025-03-19
P009581,G118,L00534,0,0,0,Yes,2025-03-21
P009582,G118,L00435,4,746,70,Yes,2025-03-15
P009583,G118,L00564,1,352,30,Yes,2025-03-10
P009584,G118,L00645,1,322,50,No,2025-03-19
P009585,G118,L00226,1,943,90,No,2025-03-09
P009586,G118,L00512,1,338,20,No,2025-03-18
P009587,G118,L00444,3,860,50,No,2025-03-21
P009588,G118,L00855,1,1782,100,Yes,2025-03-02
P009589,G118,L00670,3,451,30,Yes,2025-03-05
P009590,G118,L00542,0,0,0,Yes,2025-03-07
