student_unique_id,course_id,oral_grade,practical_grade,midterm_grade,assignment_grade
G103,A00027,7.4,7.6,7.5,10.0
G103,A00028,7.4,5.4,6.2,3.0
G103,A00029,7.5,7.5,5.9,10.0
G103,A00030,6.2,7.4,7.7,10.0
G103,A00031,5.7,7.9,6.9,10.0
G103,A00032,7.3,5.1,4.4,10.0
G104,A00005,6.1,5.1,4.7,3.0
G104,A00006,5.1,6.3,7.1,10.0
G104,A00007,7.5,5.5,7.3,10.0
G104,A00008,7.6,7.0,6.2,10.0
G104,A00017,6.1,8.2,6.2,3.0
G104,A00018,4.8,6.4,6.5,10.0
G104,A00019,5.9,8.0,5.8,10.0
G104,A00020,7.3,5.0,6.7,3.0
G104,A00021,0.0,0.0,4.4,10.0
G104,A00022,5.2,5.1,7.8,3.0
G104,A00023,4.7,6.1,7.0,10.0
G104,A00024,7.6,8.2,6.5,10.0
G104,A00029,5.9,5.3,5.3,10.0
G104,A00030,6.4,7.1,4.6,3.0
G104,A00031,7.9,6.6,5.6,3.0
G104,A00032,4.7,8.3,6.6,10.0
G104,A00037,6.8,5.4,6.5,10.0
G104,A00038,4.8,5.7,5.5,10.0
G104,A00039,5.8,5.1,6.5,10.0
G104,A00040,7.3,6.5,7.3,10.0
G105,A00005,6.0,6.0,4.1,10.0
G105,A00006,8.0,8.0,5.8,10.0
G105,A00007,6.5,7.1,7.0,3.0
G105,A00008,5.6,7.1,6.2,3.0
G105,A00017,5.3,6.9,6.6,10.0
G105,A00018,5.7,5.3,6.1,3.0
G105,A00019,5.8,6.6,8.0,10.0
G105,A00020,4.7,8.5,4.2,10.0
G105,A00021,5.8,7.9,6.0,10.0
G105,A00022,6.1,8.1,4.4,10.0
G105,A00023,7.0,7.9,4.6,3.0
G105,A00024,6.8,5.4,5.5,3.0
G105,A00033,7.0,5.8,4.6,3.0
G105,A00034,4.5,5.0,7.9,10.0
G105,A00035,5.3,6.1,7.8,10.0
G105,A00036,6.8,5.4,5.3,10.0
G105,A00037,6.2,6.7,6.6,10.0
G105,A00038,0.0,0.0,6.1,3.0
G105,A00039,7.3,8.1,7.3,3.0
G105,A00040,0.0,0.0,6.5,10.0
G106,A00001,0.0,0.0,4.0,10.0
G106,A00002,4.7,5.2,7.1,10.0
G106,A00003,7.2,5.0,7.0,10.0
G106,A00004,6.5,7.3,6.0,3.0
G106,A00009,7.2,6.0,7.6,10.0
G106,A00010,7.1,5.9,7.6,3.0
G106,A00011,7.3,6.2,6.1,3.0
G106,A00012,6.3,5.9,6.4,10.0
G106,A00025,5.0,6.8,8.0,10.0
G106,A00026,6.8,6.5,5.2,3.0
G106,A00027,6.7,6.8,5.3,3.0
G106,A00028,7.1,7.4,4.7,3.0
G106,A00033,5.1,6.4,7.6,10.0
G106,A00034,5.2,5.9,7.0,3.0
G106,A00035,7.6,5.6,4.4,3.0
G106,A00036,7.1,6.2,7.9,3.0
G106,A00037,7.7,7.6,6.9,10.0
G106,A00038,7.2,7.6,7.4,3.0
G106,A00039,6.6,7.3,4.2,10.0
G106,A00040,6.8,5.8,6.0,3.0
G107,A00005,7.6,7.1,6.8,3.0
G107,A00006,6.5,7.0,6.2,3.0
G107,A00007,6.7,6.7,6.7,3.0
G107,A00008,5.0,6.9,7.3,3.0
G107,A00009,6.2,6.7,5.5,10.0
G107,A00010,7.0,7.0,7.4,10.0
G107,A00011,5.4,7.5,4.7,3.0
G107,A00012,5.2,5.4,5.1,10.0
G107,A00017,5.6,7.6,4.2,10.0
G107,A00018,5.3,5.5,5.5,10.0
G107,A00019,5.3,5.2,5.5,10.0
G107,A00020,6.0,8.4,7.2,10.0
G107,A00021,7.7,8.3,6.6,3.0
G107,A00022,6.3,5.2,5.7,3.0
G107,A00023,5.2,6.6,6.6,3.0
G107,A00024,4.8,5.7,4.2,3.0
G107,A00037,6.9,6.7,4.7,10.0
G107,A00038,5.8,7.9,6.5,10.0
G107,A00039,7.4,8.3,6.6,10.0
G107,A00040,6.8,7.2,7.1,3.0
G108,A00001,7.3,6.2,5.6,3.0
G108,A00002,5.5,7.1,6.9,10.0
G108,A00003,6.9,6.1,6.7,10.0
G108,A00004,5.4,8.2,7.9,3.0
G108,A00005,7.8,8.0,4.9,10.0
G108,A00006,0.0,0.0,6.2,10.0
G108,A00007,5.6,6.1,6.4,3.0
G108,A00008,5.4,6.0,8.0,10.0
G108,A00009,5.2,5.1,4.8,10.0
G108,A00010,6.9,7.9,6.1,10.0
G108,A00011,5.3,6.6,5.4,3.0
G108,A00012,6.6,6.1,6.1,3.0
G108,A00025,5.4,6.6,4.9,10.0
G108,A00026,6.8,7.9,4.2,3.0
G108,A00027,7.4,5.4,6.3,10.0
G108,A00028,7.2,8.0,5.3,10.0
G108,A00033,7.2,8.1,4.7,3.0
G108,A00034,5.2,8.3,5.3,10.0
G108,A00035,0.0,0.0,4.2,10.0
G108,A00036,6.9,5.8,7.8,10.0
G109,A00005,5.8,6.3,6.3,10.0
G109,A00006,6.0,6.2,7.3,3.0
G109,A00007,4.6,5.6,5.7,3.0
G109,A00008,5.4,7.1,7.6,3.0
G109,A00009,4.6,6.7,5.9,3.0
G109,A00010,7.6,8.0,6.3,3.0
G109,A00011,0.0,0.0,6.0,3.0
G109,A00012,6.5,7.3,6.9,10.0
G109,A00029,4.6,7.7,6.3,10.0
G109,A00030,6.8,7.7,5.1,3.0
G109,A00031,5.6,8.1,4.6,3.0
G109,A00032,7.6,7.6,6.4,10.0
G109,A00033,7.6,8.2,6.0,10.0
G109,A00034,5.6,6.2,4.4,3.0
G109,A00035,7.7,6.8,5.6,10.0
G109,A00036,8.0,5.0,6.1,3.0
G109,A00037,7.4,5.0,7.3,10.0
G109,A00038,7.5,5.8,4.3,10.0
G109,A00039,5.4,5.4,5.4,3.0
G109,A00040,6.5,5.9,7.3,10.0
G110,A00001,4.7,5.6,6.6,3.0
G110,A00002,4.8,5.1,5.2,10.0
G110,A00003,0.0,0.0,7.4,10.0
G110,A00004,5.6,5.0,6.0,10.0
G110,A00005,7.1,7.6,6.0,10.0
G110,A00006,7.3,5.5,7.9,10.0
G110,A00007,7.5,8.2,7.8,3.0
G110,A00008,0.0,0.0,5.4,3.0
G110,A00021,5.3,7.3,4.6,3.0
G110,A00022,4.6,7.4,5.3,10.0
G110,A00023,5.9,5.0,4.1,3.0
G110,A00024,5.0,8.4,4.1,3.0
G110,A00025,0.0,0.0,5.6,3.0
G110,A00026,5.8,8.1,7.8,3.0
G110,A00027,7.2,7.3,7.5,10.0
G110,A00028,6.5,6.2,6.0,3.0
G110,A00029,5.6,8.1,6.3,3.0
G110,A00030,6.8,6.0,4.0,3.0
G110,A00031,5.3,7.0,4.9,3.0
G110,A00032,4.6,5.3,4.1,3.0
G111,A00001,7.2,8.2,7.0,3.0
G111,A00002,6.7,5.5,4.6,10.0
G111,A00003,7.2,5.8,7.5,3.0
G111,A00004,4.6,7.0,6.6,10.0
G111,A00009,7.4,7.7,4.9,3.0
G111,A00010,6.7,7.2,4.6,3.0
G111,A00011,6.5,5.8,6.5,3.0
G111,A00012,6.7,5.0,7.6,10.0
G111,A00017,7.5,7.7,6.9,10.0
G111,A00018,0.0,0.0,5.4,3.0
G111,A00019,6.5,7.8,6.3,3.0
G111,A00020,8.0,6.6,5.2,3.0
G111,A00025,7.1,8.2,8.0,3.0
G111,A00026,6.0,6.4,7.0,10.0
G111,A00027,7.0,6.8,6.5,3.0
G111,A00028,5.9,6.7,5.7,3.0
G111,A00029,5.3,6.6,6.5,3.0
G111,A00030,6.6,7.7,5.4,10.0
G111,A00031,7.7,6.8,4.1,10.0
G111,A00032,7.8,6.1,5.6,3.0
G112,A00005,5.7,5.9,7.7,10.0
G112,A00006,6.3,5.1,6.5,10.0
G112,A00007,5.2,7.0,4.3,3.0
G112,A00008,8.0,5.8,7.5,3.0
G112,A00009,7.9,5.5,5.1,10.0
G112,A00010,6.8,7.3,5.0,3.0
G112,A00011,7.3,7.4,5.2,3.0
G112,A00012,7.0,7.6,6.3,3.0
G112,A00017,6.6,6.8,6.2,10.0
G112,A00018,4.7,8.1,6.0,10.0
G112,A00019,6.1,8.3,6.9,10.0
G112,A00020,6.9,7.8,5.3,10.0
G112,A00025,6.9,7.2,7.1,10.0
G112,A00026,5.8,6.1,4.7,3.0
G112,A00027,7.8,8.4,7.1,3.0
G112,A00028,5.1,6.0,6.7,10.0
G112,A00033,6.3,5.7,6.7,3.0
G112,A00034,6.9,6.5,5.9,10.0
G112,A00035,6.9,5.2,6.7,10.0
G112,A00036,0.0,0.0,4.3,3.0
G113,A00001,5.5,7.1,7.4,3.0
G113,A00002,5.0,6.9,4.2,3.0
G113,A00003,6.7,7.3,4.6,10.0
G113,A00004,0.0,0.0,6.3,10.0
G113,A00005,5.1,5.1,7.0,10.0
G113,A00006,7.0,7.1,4.3,3.0
G113,A00007,6.1,7.5,7.7,10.0
G113,A00008,6.8,6.5,7.9,10.0
G113,A00009,7.4,7.7,6.4,10.0
G113,A00010,5.1,5.8,5.9,10.0
G113,A00011,4.6,5.8,7.0,10.0
G113,A00012,7.2,5.6,5.3,10.0
G113,A00013,6.6,6.3,6.0,3.0
G113,A00014,6.9,8.0,7.7,10.0
G113,A00015,7.4,7.9,7.8,3.0
G113,A00016,7.3,6.3,7.7,3.0
G113,A00017,7.9,7.1,5.0,3.0
G113,A00018,6.4,7.5,4.9,10.0
G113,A00019,6.2,5.8,5.2,10.0
G113,A00020,5.9,5.6,5.8,3.0
G114,A00009,5.0,8.4,5.3,10.0
G114,A00010,0.0,0.0,5.5,3.0
G114,A00011,5.5,8.4,6.5,10.0
G114,A00012,7.7,6.2,7.1,10.0
G114,A00021,6.5,7.5,6.9,10.0
G114,A00022,6.6,5.8,7.3,10.0
G114,A00023,5.7,5.9,4.1,10.0
G114,A00024,0.0,0.0,4.2,3.0
G114,A00025,4.6,6.1,7.2,3.0
G114,A00026,6.0,5.6,6.1,3.0
G114,A00027,4.8,5.9,6.3,3.0
G114,A00028,6.6,5.1,4.2,10.0
G114,A00029,7.6,7.5,5.0,10.0
G114,A00030,7.6,6.7,6.6,3.0
G114,A00031,6.8,5.3,7.4,10.0
G114,A00032,5.2,5.6,7.7,10.0
G114,A00037,7.5,5.4,6.0,10.0
G114,A00038,0.0,0.0,6.2,3.0
G114,A00039,5.2,5.3,7.3,10.0
G114,A00040,7.1,7.6,6.2,3.0
G115,A00005,5.5,5.1,6.1,3.0
G115,A00006,7.3,5.9,7.6,10.0
G115,A00007,8.0,8.1,7.2,3.0
G115,A00008,4.6,7.5,7.6,3.0
G115,A00013,7.6,5.3,4.9,10.0
G115,A00014,6.7,7.9,6.1,10.0
G115,A00015,7.9,6.7,7.4,3.0
G115,A00016,6.1,8.0,4.4,10.0
G115,A00017,7.5,7.1,7.2,3.0
G115,A00018,4.7,7.4,4.7,10.0
G115,A00019,5.7,8.5,7.2,10.0
G115,A00020,4.7,5.8,6.4,3.0
G115,A00029,7.9,7.2,4.8,3.0
G115,A00030,7.4,6.6,5.9,3.0
G115,A00031,7.5,5.1,6.7,10.0
G115,A00032,7.8,5.1,6.5,3.0
G115,A00037,4.8,5.4,5.7,10.0
G115,A00038,5.8,7.3,7.6,10.0
G115,A00039,4.7,7.0,6.1,10.0
G115,A00040,5.2,6.9,6.0,10.0
G116,A00021,5.3,5.1,4.2,10.0
G116,A00022,6.1,6.6,7.7,10.0
G116,A00023,5.4,8.2,4.7,10.0
G116,A00024,4.9,6.4,6.1,10.0
G116,A00025,5.1,7.2,7.2,10.0
G116,A00026,5.0,7.7,4.9,3.0
G116,A00027,7.9,7.7,6.1,3.0
G116,A00028,7.2,6.8,5.0,3.0
G116,A00029,7.9,8.0,7.0,3.0
G116,A00030,6.0,6.4,6.3,10.0
G116,A00031,5.5,8.1,7.4,10.0
G116,A00032,7.3,5.8,7.6,10.0
G116,A00033,5.6,6.0,6.6,10.0
G116,A00034,5.5,5.2,6.9,10.0
G116,A00035,5.3,7.8,6.2,10.0
G116,A00036,5.0,6.5,5.5,10.0
G116,A00037,5.4,5.8,6.6,3.0
G116,A00038,5.7,5.8,7.6,10.0
G116,A00039,6.9,8.2,5.7,10.0
G116,A00040,4.7,7.9,5.3,10.0
G117,A00001,5.2,6.9,5.6,3.0
G117,A00002,7.3,7.2,5.7,10.0
G117,A00003,0.0,0.0,4.3,10.0
G117,A00004,5.7,6.4,6.0,3.0
G117,A00009,7.5,8.2,6.0,10.0
G117,A00010,5.0,5.4,6.4,3.0
G117,A00011,4.8,6.5,5.5,3.0
G117,A00012,6.2,6.2,6.5,3.0
G117,A00013,5.6,6.7,7.5,3.0
G117,A00014,6.5,6.6,7.8,3.0
G117,A00015,7.3,6.8,6.3,10.0
G117,A00016,5.0,5.5,4.2,3.0
G117,A00021,0.0,0.0,7.9,10.0
G117,A00022,6.3,5.8,6.8,3.0
G117,A00023,5.0,5.6,5.3,3.0
G117,A00024,6.7,5.2,4.6,3.0
G117,A00025,5.5,7.7,4.6,10.0
G117,A00026,6.2,6.5,4.7,3.0
G117,A00027,4.8,7.2,4.2,3.0
G117,A00028,6.1,7.5,7.6,10.0
G118,A00001,0.0,0.0,6.2,3.0
G118,A00002,7.4,6.6,6.8,3.0
G118,A00003,4.7,6.4,7.3,10.0
G118,A00004,6.0,6.3,7.2,10.0
G118,A00009,6.1,7.2,7.5,3.0
G118,A00010,7.0,6.7,7.9,3.0
G118,A00011,6.5,8.0,5.8,3.0
G118,A00012,6.8,8.1,7.8,3.0
G118,A00017,7.2,5.6,6.9,10.0
G118,A00018,7.5,5.5,4.3,10.0
G118,A00019,5.6,7.2,6.7,3.0
G118,A00020,6.4,6.1,6.7,3.0
G118,A00021,7.4,5.1,7.6,10.0
G118,A00022,8.0,8.1,5.5,3.0
G118,A00023,7.6,5.8,6.3,3.0
G118,A00024,5.8,8.3,4.0,3.0
G118,A00025,5.2,7.5,5.3,3.0
G118,A00026,6.2,7.7,4.2,10.0
G118,A00027,7.1,5.7,6.1,3.0
G118,A00028,6.2,5.8,7.3,10.0
G119,A00005,6.2,6.8,4.8,3.0
G119,A00006,7.4,5.6,6.1,3.0
G119,A00007,5.8,6.1,4.8,3.0
G119,A00008,7.5,6.1,4.5,10.0
G119,A00009,5.9,5.6,6.0,10.0
G119,A00010,5.6,5.7,4.3,3.0
G119,A00011,6.1,7.8,6.3,10.0
G119,A00012,7.2,5.6,4.1,3.0
G119,A00021,4.9,5.1,4.4,10.0
G119,A00022,5.2,7.2,6.2,10.0
G119,A00023,7.8,8.4,6.4,10.0
G119,A00024,5.1,6.2,4.1,3.0
G119,A00033,6.5,5.4,6.3,10.0
G119,A00034,6.5,7.0,7.4,10.0
G119,A00035,6.2,8.2,6.9,10.0
G119,A00036,6.8,7.7,4.5,10.0
G119,A00037,5.3,7.2,6.4,10.0
G119,A00038,6.4,6.1,6.7,3.0
G119,A00039,5.8,6.9,4.1,10.0
G119,A00040,6.8,5.3,7.4,10.0
G120,A00009,5.0,7.4,7.6,10.0
G120,A00010,6.5,7.5,7.4,3.0
G120,A00011,5.1,8.4,7.3,10.0
G120,A00012,5.5,5.9,7.0,10.0
G120,A00013,5.3,5.1,6.5,10.0
G120,A00014,0.0,0.0,6.7,3.0
G120,A00015,7.4,7.5,7.2,3.0
G120,A00016,5.5,7.8,6.6,10.0
G120,A00029,7.7,5.7,5.3,3.0
G120,A00030,7.9,5.9,5.5,10.0
G120,A00031,6.5,6.8,7.6,10.0
G120,A00032,5.0,6.2,4.1,10.0
G120,A00033,5.8,8.0,6.8,3.0
G120,A00034,7.3,6.7,7.8,3.0
G120,A00035,5.8,7.8,6.8,3.0
G120,A00036,0.0,0.0,8.0,3.0
G120,A00037,6.4,7.7,6.8,10.0
G120,A00038,7.5,6.2,4.1,10.0
G120,A00039,7.3,7.9,7.3,3.0
G120,A00040,5.1,6.0,5.1,10.0
G121,A00041,6.9,6.9,5.8,10.0
G121,A00042,5.3,5.7,5.2,3.0
G121,A00043,5.3,6.7,5.1,10.0
G121,A00044,7.6,6.1,5.7,3.0
G121,A00057,5.4,5.9,5.5,3.0
G121,A00058,5.4,8.4,6.5,3.0
G121,A00059,4.5,5.6,7.3,3.0
G121,A00060,7.5,7.8,5.2,3.0
G121,A00065,7.3,8.4,4.9,3.0
G121,A00066,6.7,5.1,6.7,10.0
G121,A00067,7.1,7.4,6.7,10.0
G121,A00068,5.0,5.9,7.6,10.0
G121,A00069,6.1,5.1,4.1,10.0
G121,A00070,5.7,6.4,7.4,10.0
G121,A00071,4.8,8.3,6.1,10.0
G121,A00072,6.2,5.0,6.5,3.0
G121,A00073,7.7,7.1,4.4,10.0
G121,A00074,4.6,6.8,5.7,3.0
G121,A00075,5.5,8.1,4.9,3.0
G121,A00076,5.2,5.3,5.0,3.0
G122,A00049,5.3,7.4,6.0,10.0
G122,A00050,7.7,7.4,7.2,10.0
G122,A00051,6.1,7.3,7.0,10.0
G122,A00052,6.1,8.3,6.4,10.0
G122,A00053,7.2,7.9,6.2,10.0
G122,A00054,5.0,5.1,5.7,10.0
G122,A00055,6.2,6.6,7.9,3.0
G122,A00056,6.0,6.4,6.2,3.0
G122,A00065,6.6,6.1,5.0,3.0
G122,A00066,8.0,6.6,4.9,10.0
G122,A00067,7.2,6.3,6.4,3.0
G122,A00068,5.9,6.5,6.1,3.0
G122,A00069,7.4,8.4,4.0,10.0
G122,A00070,5.1,5.3,7.3,3.0
G122,A00071,4.6,8.2,6.8,3.0
G122,A00072,5.2,6.7,6.6,10.0
G122,A00073,5.7,7.2,4.3,3.0
G122,A00074,6.3,7.9,5.4,3.0
G122,A00075,6.7,6.3,7.7,3.0
G122,A00076,7.7,6.5,7.5,10.0
G123,A00049,6.3,6.4,5.1,10.0
G123,A00050,6.3,6.3,4.6,10.0
G123,A00051,4.7,8.2,5.8,10.0
G123,A00052,4.6,7.9,5.4,10.0
G123,A00053,6.4,5.4,6.7,10.0
G123,A00054,6.0,5.4,7.9,10.0
G123,A00055,0.0,0.0,5.5,3.0
G123,A00056,5.1,5.3,4.2,3.0
G123,A00057,4.6,7.2,7.6,3.0
G123,A00058,6.1,5.5,4.2,10.0
G123,A00059,5.3,6.8,7.8,3.0
G123,A00060,0.0,0.0,6.7,10.0
G123,A00065,7.0,6.1,7.8,3.0
G123,A00066,4.9,7.4,4.8,3.0
G123,A00067,0.0,0.0,4.2,3.0
G123,A00068,5.5,8.4,6.0,3.0
G123,A00069,5.1,8.1,5.8,10.0
G123,A00070,5.8,6.3,5.3,10.0
G123,A00071,7.3,5.2,7.8,3.0
G123,A00072,5.9,8.0,7.3,3.0
G124,A00041,7.1,8.2,6.6,3.0
G124,A00042,4.9,7.9,4.7,10.0
G124,A00043,7.2,5.4,6.9,3.0
G124,A00044,5.3,8.5,6.9,10.0
G124,A00053,6.9,5.9,5.7,10.0
G124,A00054,6.5,7.5,7.7,10.0
G124,A00055,0.0,0.0,4.7,10.0
G124,A00056,5.9,5.8,5.1,3.0
G124,A00065,4.7,8.2,4.3,10.0
G124,A00066,4.6,6.1,7.2,10.0
G124,A00067,7.4,8.4,6.5,10.0
G124,A00068,6.3,6.0,5.3,3.0
G124,A00069,7.2,8.3,4.7,10.0
G124,A00070,5.3,5.2,4.2,3.0
G124,A00071,5.7,7.5,4.7,10.0
G124,A00072,4.6,6.9,5.8,10.0
G124,A00077,7.9,6.7,5.0,10.0
G124,A00078,6.8,5.8,5.0,10.0
G124,A00079,7.8,7.5,7.5,3.0
G124,A00080,5.4,5.7,6.1,10.0
G125,A00053,6.6,6.9,6.9,10.0
G125,A00054,6.9,5.9,4.1,10.0
G125,A00055,5.6,8.3,5.5,10.0
G125,A00056,7.5,5.1,5.9,10.0
G125,A00057,7.8,5.7,4.7,3.0
G125,A00058,7.6,5.8,4.5,10.0
G125,A00059,7.1,6.4,7.5,10.0
G125,A00060,5.5,5.8,7.8,3.0
G125,A00061,0.0,0.0,4.3,3.0
G125,A00062,7.9,8.1,5.4,3.0
G125,A00063,4.5,7.5,7.8,10.0
G125,A00064,7.0,7.0,4.3,10.0
G125,A00073,7.0,5.3,6.6,3.0
G125,A00074,6.7,7.4,7.9,3.0
G125,A00075,8.0,5.6,7.9,10.0
G125,A00076,5.6,7.8,5.9,3.0
G125,A00077,5.7,5.9,4.7,3.0
G125,A00078,4.8,6.5,4.8,10.0
G125,A00079,6.0,6.2,7.6,3.0
G125,A00080,5.4,8.0,7.6,10.0
G126,A00045,5.7,5.4,6.4,3.0
G126,A00046,7.4,7.0,7.1,3.0
G126,A00047,7.8,5.5,7.0,10.0
G126,A00048,5.2,7.5,6.6,10.0
G126,A00053,5.8,8.2,7.3,10.0
G126,A00054,7.8,6.5,6.7,3.0
G126,A00055,4.7,6.7,6.1,3.0
G126,A00056,4.8,8.2,4.9,10.0
G126,A00057,5.1,6.8,7.0,10.0
G126,A00058,6.6,6.7,5.9,3.0
G126,A00059,5.0,7.0,5.2,10.0
G126,A00060,7.9,7.4,7.2,10.0
G126,A00069,6.1,5.4,6.8,3.0
G126,A00070,6.3,7.9,7.7,10.0
G126,A00071,5.4,6.5,4.7,10.0
G126,A00072,6.1,5.3,6.6,3.0
G126,A00077,6.8,7.8,5.0,3.0
G126,A00078,7.1,6.3,7.6,10.0
G126,A00079,7.1,5.4,4.4,10.0
G126,A00080,6.5,7.2,6.6,3.0
G127,A00045,7.7,8.1,7.2,3.0
G127,A00046,7.4,8.1,5.4,10.0
G127,A00047,7.1,8.4,7.8,10.0
G127,A00048,4.7,8.0,7.4,3.0
G127,A00053,4.5,5.0,5.2,10.0
G127,A00054,5.2,6.3,4.0,3.0
G127,A00055,6.8,7.9,5.2,10.0
G127,A00056,5.9,6.3,5.1,10.0
G127,A00057,5.9,7.1,7.6,3.0
G127,A00058,7.6,7.1,7.9,3.0
G127,A00059,7.6,6.3,4.3,10.0
G127,A00060,7.7,8.2,5.9,3.0
G127,A00069,5.6,6.8,6.2,3.0
G127,A00070,6.9,6.6,4.4,3.0
G127,A00071,5.5,8.5,5.5,10.0
G127,A00072,0.0,0.0,5.3,10.0
G127,A00073,5.1,5.6,6.1,10.0
G127,A00074,5.7,6.8,6.6,10.0
G127,A00075,6.0,7.8,6.8,3.0
G127,A00076,7.4,7.7,4.5,3.0
G128,A00041,4.9,7.8,7.3,10.0
G128,A00042,7.1,7.5,6.7,3.0
G128,A00043,6.4,5.9,7.6,10.0
G128,A00044,5.5,8.0,5.8,3.0
G128,A00053,6.2,8.1,7.6,10.0
G128,A00054,5.5,5.7,7.5,10.0
G128,A00055,6.6,5.5,5.8,10.0
G128,A00056,6.0,8.4,5.5,3.0
G128,A00061,5.1,8.0,7.7,10.0
G128,A00062,4.9,8.1,6.9,3.0
G128,A00063,0.0,0.0,7.7,10.0
G128,A00064,7.7,6.9,7.2,3.0
G128,A00065,5.7,7.3,6.4,3.0
G128,A00066,7.1,6.9,4.5,3.0
G128,A00067,6.8,5.2,5.2,10.0
G128,A00068,7.8,7.6,7.9,3.0
G128,A00077,7.4,6.8,5.3,10.0
G128,A00078,6.5,7.3,4.4,3.0
G128,A00079,6.8,6.8,6.8,10.0
G128,A00080,7.6,6.7,6.9,3.0
G129,A00045,5.9,5.6,5.1,10.0
G129,A00046,5.6,6.0,5.2,10.0
G129,A00047,4.5,5.6,5.9,3.0
G129,A00048,7.4,5.7,4.1,3.0
G129,A00053,7.3,8.4,7.2,10.0
G129,A00054,0.0,0.0,5.3,10.0
G129,A00055,6.5,5.9,7.4,10.0
G129,A00056,6.1,7.1,7.2,3.0
G129,A00057,4.9,7.1,6.6,10.0
G129,A00058,7.9,5.5,5.3,10.0
G129,A00059,5.3,7.8,6.1,10.0
G129,A00060,4.7,7.7,5.8,3.0
G129,A00069,6.6,5.8,5.4,10.0
G129,A00070,7.1,6.0,7.4,10.0
G129,A00071,4.6,8.3,5.9,3.0
G129,A00072,6.8,7.9,7.3,3.0
G129,A00073,6.4,7.4,4.4,10.0
G129,A00074,4.9,5.3,4.6,10.0
G129,A00075,5.1,6.5,7.9,3.0
G129,A00076,6.5,7.0,6.4,3.0
G130,A00053,5.5,5.7,6.0,10.0
G130,A00054,7.8,6.6,6.1,10.0
G130,A00055,7.4,7.1,4.9,3.0
G130,A00056,7.9,6.1,6.9,3.0
G130,A00057,5.4,7.7,4.3,3.0
G130,A00058,7.9,7.9,6.3,10.0
G130,A00059,0.0,0.0,6.3,10.0
G130,A00060,5.7,7.9,7.7,3.0
G130,A00065,4.7,5.4,6.1,10.0
G130,A00066,0.0,0.0,4.5,3.0
G130,A00067,6.9,5.5,6.3,3.0
G130,A00068,6.1,5.3,4.4,3.0
G130,A00073,5.3,7.2,4.8,10.0
G130,A00074,6.6,6.7,4.1,3.0
G130,A00075,5.4,8.2,6.1,3.0
G130,A00076,6.5,6.3,4.3,3.0
G130,A00077,5.8,6.0,5.9,10.0
G130,A00078,7.4,6.8,7.7,10.0
G130,A00079,7.4,6.6,6.9,10.0
G130,A00080,0.0,0.0,4.3,3.0
G131,A00049,5.7,7.4,4.9,10.0
G131,A00050,0.0,0.0,6.7,3.0
G131,A00051,7.3,8.0,7.6,10.0
G131,A00052,5.6,8.4,4.1,3.0
G131,A00057,0.0,0.0,7.2,3.0
G131,A00058,4.8,7.5,6.2,10.0
G131,A00059,6.1,6.4,6.2,3.0
G131,A00060,6.2,7.4,7.8,10.0
G131,A00061,7.4,6.7,7.0,10.0
G131,A00062,5.3,8.5,7.4,10.0
G131,A00063,5.8,7.6,5.4,3.0
G131,A00064,7.3,8.3,6.2,10.0
G131,A00065,0.0,0.0,6.5,10.0
G131,A00066,5.8,8.2,5.3,3.0
G131,A00067,6.1,7.9,6.3,3.0
G131,A00068,5.6,6.6,4.9,3.0
G131,A00077,7.8,5.9,4.6,3.0
G131,A00078,4.9,6.3,5.5,3.0
G131,A00079,7.8,5.1,7.0,10.0
G131,A00080,6.9,6.8,7.7,10.0
G132,A00041,6.4,6.8,5.8,10.0
G132,A00042,0.0,0.0,6.6,10.0
G132,A00043,6.2,8.4,4.4,3.0
G132,A00044,5.9,8.2,7.6,3.0
G132,A00045,5.1,5.6,6.3,10.0
G132,A00046,6.8,6.3,7.1,3.0
G132,A00047,7.9,6.5,7.2,3.0
G132,A00048,6.5,6.3,5.0,10.0
G132,A00053,7.0,7.8,6.1,10.0
G132,A00054,4.7,6.8,7.8,3.0
G132,A00055,6.0,7.0,4.4,10.0
G132,A00056,4.9,8.0,6.7,3.0
G132,A00057,6.6,7.8,7.8,10.0
G132,A00058,7.8,5.5,5.2,3.0
G132,A00059,6.8,7.5,7.4,3.0
G132,A00060,0.0,0.0,7.7,10.0
G132,A00073,5.7,6.0,7.0,10.0
G132,A00074,6.4,5.2,4.9,10.0
G132,A00075,5.9,6.7,5.3,10.0
G132,A00076,0.0,0.0,4.1,3.0
G133,A00045,7.4,5.9,7.3,10.0
G133,A00046,6.6,7.4,7.4,10.0
G133,A00047,5.8,7.7,6.5,3.0
G133,A00048,5.4,5.9,5.4,10.0
G133,A00049,0.0,0.0,4.3,3.0
G133,A00050,5.7,8.0,7.0,3.0
G133,A00051,5.9,5.0,6.9,3.0
G133,A00052,6.9,8.3,7.7,3.0
G133,A00053,6.8,7.2,6.9,3.0
G133,A00054,4.7,6.1,7.3,10.0
G133,A00055,0.0,0.0,7.0,10.0
G133,A00056,5.1,5.0,6.5,10.0
G133,A00057,5.0,5.8,5.7,3.0
G133,A00058,7.4,5.5,7.6,3.0
G133,A00059,4.6,7.1,6.6,10.0
G133,A00060,6.0,5.6,5.6,10.0
G133,A00069,5.1,6.9,4.3,3.0
G133,A00070,7.6,7.1,5.2,10.0
G133,A00071,6.4,6.0,6.2,10.0
G133,A00072,5.3,5.1,5.1,10.0
G134,A00041,6.3,5.1,4.9,3.0
