student_unique_id,course_unique_id,assignment_total,assignment_max_total,midterm_grade,final_grade,total_course_grade,performance_level,student_system_type,general_grade_level,used_mercy,course_status,grade_description
G059,C009,16,20,14,40,70,FAIL,General,جيد,FALSE,Pass,جيد
G059,C010,18,20,16,57,91,FAIL,General,ممتاز,FALSE,Pass,جيد جدًا
G060,C002,10,20,15,45,48,PASS,General,جيد,FALSE,Fail,جيد
G060,C005,13,20,18,57,45,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G060,C007,13,20,17,57,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G060,C009,8,20,20,59,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G060,C010,8,20,20,45,73,PASS,General,جيد,FALSE,Pass,جيد
G061,C002,10,20,15,53,43,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G061,C003,13,20,12,52,30,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G061,C004,18,20,16,47,30,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G061,C008,18,20,20,49,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G061,C009,11,20,18,59,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G062,C001,18,20,15,45,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G062,C005,18,20,20,50,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G062,C006,10,20,15,52,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G062,C007,20,20,15,55,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G062,C008,18,20,12,43,73,WEAK,General,جيد,FALSE,Pass,جيد
G063,C001,6,20,20,55,46,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G063,C003,18,20,15,55,46,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G063,C005,16,20,20,52,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G063,C007,16,20,12,49,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G063,C010,20,20,17,41,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G064,C001,20,20,12,49,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G064,C002,13,20,20,49,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G064,C003,18,20,18,60,96,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G064,C008,15,20,16,57,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G064,C010,15,20,14,55,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G065,C001,11,20,18,41,48,WEAK,General,جيد,FALSE,Fail,جيد
G065,C006,13,20,15,57,45,WEAK,General,ممتاز,FALSE,Fail,جيد جدًا
G065,C007,13,20,15,49,77,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G065,C009,13,20,20,60,93,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G065,C010,11,20,17,47,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G066,C001,18,20,19,57,94,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G066,C003,20,20,19,48,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G066,C007,20,20,19,47,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G066,C009,14,20,13,54,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G066,C010,16,20,12,40,68,PASS,General,جيد,FALSE,Pass,جيد
G067,C001,15,20,12,42,69,PASS,General,جيد,FALSE,Pass,جيد
G067,C002,20,20,12,44,76,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G067,C006,18,20,14,56,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G067,C007,18,20,16,46,80,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G067,C008,14,20,16,47,77,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G068,C003,14,20,18,50,48,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G068,C004,11,20,20,50,46,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G068,C005,13,20,13,47,73,PASS,General,جيد,FALSE,Pass,جيد
G068,C006,10,20,19,43,72,PASS,General,جيد,FALSE,Pass,جيد
G068,C009,13,20,19,56,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G069,C002,10,20,15,41,66,PASS,General,جيد,FALSE,Pass,جيد
G069,C005,13,20,19,46,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G069,C006,15,20,12,54,81,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G069,C007,18,20,13,49,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G069,C009,18,20,18,42,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G070,C001,15,20,16,53,84,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G070,C004,18,20,13,44,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G070,C006,13,20,12,55,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G070,C008,10,20,19,47,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G070,C010,10,20,18,44,72,WEAK,General,جيد,FALSE,Pass,جيد
G071,C001,14,20,15,48,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G071,C002,14,20,16,53,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G071,C004,8,20,17,45,70,PASS,General,جيد,FALSE,Pass,جيد
G071,C006,15,20,19,60,94,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G071,C008,20,20,13,43,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G072,C002,14,20,18,47,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G072,C003,6,20,20,44,70,WEAK,General,جيد,FALSE,Pass,جيد
G072,C004,15,20,19,43,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G072,C007,13,20,18,42,73,PASS,General,جيد,FALSE,Pass,جيد
G072,C010,13,20,18,58,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G073,C002,15,20,13,58,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G073,C003,18,20,18,41,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G073,C004,18,20,18,46,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G073,C009,11,20,15,46,72,PASS,General,جيد,FALSE,Pass,جيد
G073,C010,16,20,13,59,88,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G074,C001,11,20,15,40,45,PASS,General,جيد,FALSE,Fail,جيد
G074,C002,15,20,18,60,47,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G074,C007,3,20,16,49,68,FAIL,General,جيد,FALSE,Pass,جيد
G074,C008,13,20,19,53,85,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G074,C010,16,20,13,57,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G075,C001,18,20,16,58,45,WEAK,General,ممتاز,FALSE,Fail,جيد جدًا
G075,C005,15,20,20,60,46,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G075,C006,3,20,20,56,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G075,C007,18,20,18,57,93,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G075,C009,15,20,16,45,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G076,C001,11,20,20,42,73,PASS,General,جيد,FALSE,Pass,جيد
G076,C002,14,20,17,52,83,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G076,C006,8,20,20,52,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G076,C009,11,20,15,46,72,WEAK,General,جيد,FALSE,Pass,جيد
G076,C010,20,20,12,47,79,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G077,C001,15,20,20,59,94,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G077,C002,13,20,12,50,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G077,C005,18,20,20,46,84,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G077,C008,9,20,15,43,67,PASS,General,جيد,FALSE,Pass,جيد
G077,C009,20,20,15,43,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G078,C002,13,20,16,52,81,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G078,C003,16,20,12,48,76,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G078,C004,18,20,19,51,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G078,C009,16,20,14,42,72,PASS,General,جيد,FALSE,Pass,جيد
G078,C010,15,20,18,56,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G079,C004,10,20,16,44,70,PASS,General,جيد,FALSE,Pass,جيد
G079,C005,11,20,16,56,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G079,C006,15,20,13,46,74,PASS,General,جيد,FALSE,Pass,جيد
G079,C008,10,20,12,54,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G079,C009,3,20,13,56,72,PASS,General,جيد,FALSE,Pass,جيد
G080,C001,18,20,12,47,32,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G080,C002,18,20,14,50,36,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G080,C008,10,20,14,46,30,PASS,General,جيد,FALSE,Fail,جيد
G080,C009,16,20,18,45,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G080,C010,13,20,19,42,74,PASS,General,جيد,FALSE,Pass,جيد
G081,C002,8,20,15,53,45,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G081,C003,20,20,13,43,45,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G081,C004,20,20,13,53,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G081,C006,18,20,19,52,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G081,C008,13,20,17,59,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G082,C004,13,20,19,47,45,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G082,C005,16,20,14,50,45,FAIL,General,جيد جدًا,FALSE,Fail,جيد جدًا
G082,C006,16,20,15,58,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G082,C008,18,20,13,46,77,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G082,C009,15,20,19,42,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G083,C001,13,20,18,53,30,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G083,C005,10,20,20,56,32,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G083,C006,8,20,15,40,33,PASS,General,مقبول,FALSE,Fail,مقبول
G083,C009,13,20,20,53,86,FAIL,General,ممتاز,FALSE,Pass,جيد جدًا
G083,C010,10,20,19,47,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G084,C001,20,20,20,51,48,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G084,C003,18,20,13,54,48,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G084,C006,10,20,14,60,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G084,C008,10,20,13,59,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G084,C010,13,20,12,57,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G085,C004,20,20,20,53,46,WEAK,General,ممتاز,FALSE,Fail,جيد جدًا
G085,C006,18,20,12,45,45,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G085,C007,20,20,17,50,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G085,C008,15,20,16,41,72,PASS,General,جيد,FALSE,Pass,جيد
G085,C009,13,20,17,40,70,PASS,General,جيد,FALSE,Pass,جيد
G086,C001,5,20,13,42,48,PASS,General,مقبول,FALSE,Fail,مقبول
G086,C002,13,20,13,59,46,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G086,C004,13,20,13,48,74,PASS,General,جيد,FALSE,Pass,جيد
G086,C006,16,20,19,43,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G086,C008,14,20,20,42,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G087,C002,18,20,19,45,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G087,C004,20,20,14,45,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G087,C006,16,20,13,51,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G087,C007,13,20,15,54,82,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G087,C010,15,20,18,53,86,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G088,C004,18,20,17,49,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G088,C005,11,20,15,53,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G088,C006,10,20,12,57,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G088,C008,13,20,20,59,92,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G088,C009,13,20,14,41,68,PASS,General,جيد,FALSE,Pass,جيد
G089,C003,13,20,12,59,45,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G089,C004,16,20,12,48,47,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G089,C006,13,20,19,41,73,WEAK,General,جيد,FALSE,Pass,جيد
G089,C007,18,20,20,46,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G089,C008,13,20,19,59,91,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G090,C001,13,20,17,43,73,PASS,General,جيد,FALSE,Pass,جيد
G090,C005,20,20,18,45,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G090,C006,16,20,20,49,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G090,C008,8,20,19,46,73,PASS,General,جيد,FALSE,Pass,جيد
G090,C009,11,20,17,41,69,WEAK,General,جيد,FALSE,Pass,جيد
G091,C001,20,20,15,42,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G091,C005,11,20,13,44,68,PASS,General,جيد,FALSE,Pass,جيد
G091,C006,11,20,20,56,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G091,C007,13,20,20,43,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G091,C008,15,20,15,47,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G092,C001,20,20,14,46,46,WEAK,General,جيد جدًا,FALSE,Fail,جيد جدًا
G092,C002,13,20,18,51,47,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G092,C005,20,20,18,55,93,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G092,C006,13,20,16,60,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G092,C008,18,20,14,48,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G093,C003,20,20,18,41,48,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G093,C004,15,20,12,59,45,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G093,C005,18,20,19,59,96,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G093,C007,15,20,18,51,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G093,C009,13,20,15,60,88,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G094,C001,10,20,19,40,69,WEAK,General,جيد,FALSE,Pass,جيد
G094,C004,18,20,14,46,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G094,C006,20,20,12,49,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G094,C009,9,20,13,60,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G094,C010,18,20,19,53,90,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G095,C002,20,20,16,54,47,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G095,C004,13,20,19,51,46,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G095,C005,16,20,15,40,71,PASS,General,جيد,FALSE,Pass,جيد
G095,C007,15,20,18,47,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G095,C010,18,20,20,46,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G096,C001,16,20,20,56,92,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G096,C002,13,20,13,51,77,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G096,C005,10,20,15,53,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G096,C008,10,20,15,56,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G096,C010,13,20,16,52,81,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G097,C003,15,20,20,54,45,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G097,C005,20,20,13,58,48,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G097,C006,16,20,18,49,83,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G097,C008,11,20,19,55,85,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G097,C009,5,20,14,47,66,PASS,General,جيد,FALSE,Pass,جيد
G098,C001,18,20,18,45,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G098,C004,13,20,19,56,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G098,C007,20,20,15,46,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G098,C009,16,20,14,59,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G098,C010,18,20,17,51,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G099,C001,15,20,19,50,84,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G099,C003,13,20,19,48,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G099,C004,18,20,20,51,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G099,C007,15,20,18,44,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G099,C008,11,20,17,49,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G100,C001,18,20,15,43,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G100,C002,16,20,19,43,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G100,C003,18,20,16,45,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G100,C006,11,20,16,51,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G100,C008,16,20,15,49,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G101,C001,10,20,20,60,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G101,C002,18,20,20,53,91,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G101,C003,8,20,14,55,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G101,C004,20,20,16,51,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G101,C009,13,20,16,56,85,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G102,C002,11,20,17,52,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G102,C003,15,20,19,50,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G102,C006,18,20,16,40,74,PASS,General,جيد,FALSE,Pass,جيد
G102,C007,16,20,19,57,92,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G102,C010,11,20,17,50,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G103,C002,18,20,14,48,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G103,C003,15,20,19,47,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G103,C004,6,20,12,50,68,PASS,General,جيد,FALSE,Pass,جيد
G103,C007,18,20,20,46,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G103,C008,16,20,19,44,79,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G104,C002,20,20,13,59,92,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G104,C005,18,20,19,54,91,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G104,C006,13,20,16,53,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G104,C008,20,20,18,49,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G104,C010,5,20,18,48,71,PASS,General,جيد,FALSE,Pass,جيد
G105,C002,20,20,13,59,38,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G105,C005,13,20,18,50,32,FAIL,General,جيد جدًا,FALSE,Fail,جيد جدًا
G105,C006,18,20,18,51,38,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G105,C009,8,20,16,53,77,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G105,C010,8,20,14,59,81,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G106,C001,10,20,14,53,77,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G106,C003,16,20,12,41,69,WEAK,General,جيد,FALSE,Pass,جيد
G106,C007,15,20,14,53,82,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G106,C009,16,20,15,46,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G106,C010,11,20,12,56,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G107,C002,8,20,18,43,69,PASS,General,جيد,FALSE,Pass,جيد
G107,C003,20,20,15,41,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G107,C005,13,20,14,51,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G107,C006,11,20,14,54,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G107,C010,18,20,12,48,78,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G108,C001,11,20,18,53,82,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G108,C002,11,20,19,40,70,PASS,General,جيد,FALSE,Pass,جيد
G108,C003,16,20,19,42,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G108,C007,15,20,18,46,79,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G108,C009,13,20,18,43,74,PASS,General,جيد,FALSE,Pass,جيد
G109,C002,13,20,15,49,77,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G109,C003,13,20,15,46,74,PASS,General,جيد,FALSE,Pass,جيد
G109,C008,11,20,20,55,86,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G109,C009,14,20,13,56,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G109,C010,10,20,19,45,74,PASS,General,جيد,FALSE,Pass,جيد
G110,C001,16,20,13,60,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G110,C002,18,20,17,46,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G110,C006,18,20,19,53,90,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G110,C007,15,20,17,52,84,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G110,C008,6,20,20,57,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G111,C001,20,20,17,59,96,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G111,C003,18,20,13,45,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G111,C005,6,20,17,57,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G111,C007,15,20,20,54,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G111,C008,15,20,19,47,81,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G112,C002,16,20,12,53,81,FAIL,General,جيد جدًا,FALSE,Pass,جيد جدًا
G112,C003,15,20,14,51,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G112,C005,18,20,17,49,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G112,C007,3,20,20,58,81,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G112,C009,14,20,16,58,88,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G113,C001,10,20,20,58,45,PASS,General,ممتاز,FALSE,Fail,جيد جدًا
G113,C002,20,20,12,48,45,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G113,C003,16,20,13,57,86,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G113,C004,9,20,19,51,79,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G113,C005,15,20,12,53,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G114,C003,10,20,17,58,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G114,C006,16,20,13,44,73,WEAK,General,جيد,FALSE,Pass,جيد
G114,C007,15,20,17,52,84,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G114,C008,15,20,14,45,74,PASS,General,جيد,FALSE,Pass,جيد
G114,C010,14,20,15,45,74,PASS,General,جيد,FALSE,Pass,جيد
G115,C002,6,20,17,51,74,PASS,General,جيد,FALSE,Pass,جيد
G115,C004,18,20,13,49,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G115,C005,18,20,19,58,95,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G115,C008,13,20,17,51,81,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G115,C010,18,20,19,57,94,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G116,C006,15,20,20,41,76,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G116,C007,15,20,14,45,74,PASS,General,جيد,FALSE,Pass,جيد
G116,C008,20,20,13,55,88,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G116,C009,15,20,12,53,80,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G116,C010,10,20,15,47,72,PASS,General,جيد,FALSE,Pass,جيد
G117,C001,20,20,17,41,42,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G117,C003,18,20,13,52,32,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G117,C004,13,20,14,57,31,PASS,General,جيد جدًا,FALSE,Fail,جيد جدًا
G117,C006,16,20,14,53,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G117,C007,15,20,16,54,85,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G118,C001,8,20,15,45,68,WEAK,General,جيد,FALSE,Pass,جيد
G118,C003,18,20,15,44,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G118,C005,11,20,12,44,67,FAIL,General,جيد,FALSE,Pass,جيد
G118,C006,13,20,17,45,75,WEAK,General,جيد جدًا,FALSE,Pass,جيد جدًا
G118,C007,18,20,17,40,75,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G119,C002,13,20,15,49,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G119,C003,18,20,15,60,93,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G119,C006,15,20,13,40,68,PASS,General,جيد,FALSE,Pass,جيد
G119,C009,11,20,14,43,68,PASS,General,جيد,FALSE,Pass,جيد
G119,C010,18,20,14,57,89,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G120,C003,20,20,20,47,87,PASS,General,ممتاز,FALSE,Pass,جيد جدًا
G120,C004,8,20,18,46,72,PASS,General,جيد,FALSE,Pass,جيد
G120,C008,15,20,17,59,91,WEAK,General,ممتاز,FALSE,Pass,جيد جدًا
G120,C009,13,20,13,51,77,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G120,C010,14,20,16,53,83,PASS,General,جيد جدًا,FALSE,Pass,جيد جدًا
G121,C011,15,20,15,32,47,FAIL,General,مقبول,FALSE,Fail,مقبول
